MaTin,ThanhPho,QuanHuyen,PhuongXa,DuAn,LoaiHinh,TinhTrang,DienTich_m2,SoPhongNgu,SoWC,HuongBanCong,Tang,NamBanGiao,PhapLy,NoiThat,GiaTyVND,GiaTrieu_m2,PhiQuanLyNghin_m2,ChoDoXe,GanMetro,HoBoi,PhongGym,NoiBat,NgayDangTin,GhiChuNguon
HN0087,Hà Nội,Hà Đông,Dương Nội,HPC Landmark 105,Chung cư,Chuyển nhượng,70.2,2,2,Bắc,35,2020,Sổ hồng lâu dài,Cơ bản,3.46,49.3,10.0,Ô tô + xe máy,Có,Không,Không,View nội khu yên tĩnh,2025-11-08,Dữ liệu tổng hợp mô phỏng
HN0088,Hà Nội,Hai Bà Trưng,Quỳnh Lôi,MHDI Riverside,Chung cư,Cần bán gấp,50.6,1,1,Bắc,42,2024,Sổ hồng lâu dài,Full nội thất,4.1,81.1,13.6,Ô tô + xe máy,Không,Có,Không,Gần công viên,2026-03-25,Dữ liệu tổng hợp mô phỏng
HN0089,Hà Nội,Hoàng Mai,Vĩnh Hưng,Gelexia Riverside,Chung cư,Đang bán,64.4,2,2,Đông Nam,14,2019,Sổ hồng lâu dài,Nhà thô,3.72,57.7,21.0,Xe máy,Không,Có,Có,Gần trung tâm thương mại,2026-01-28,Dữ liệu tổng hợp mô phỏng
HN0090,Hà Nội,Long Biên,Gia Thụy,Anland Pearl,Chung cư,Đang bán,102.0,3,3,Tây,25,2020,Sổ hồng lâu dài,Cơ bản,5.89,57.7,14.8,Không rõ,Không,Không,Không,Căn góc,2026-03-30,Dữ liệu tổng hợp mô phỏng
HN0091,Hà Nội,Nam Từ Liêm,Phú Đô,Vinhomes Gardenia,Chung cư,Chuyển nhượng,113.6,3,2,Tây,15,2025,Sổ hồng lâu dài,Cơ bản,9.77,86.0,18.6,Ô tô + xe máy,Không,Có,Có,View nội khu yên tĩnh,2026-03-15,Dữ liệu tổng hợp mô phỏng
HN0092,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,MHDI Pearl,Chung cư,Chuyển nhượng,49.0,1,1,Đông,13,2018,HĐMB,Nhà thô,4.57,93.3,13.2,Ô tô + xe máy,Có,Không,Có,Gần trung tâm thương mại,2025-11-24,Dữ liệu tổng hợp mô phỏng
HN0093,Hà Nội,Hà Đông,Văn Quán,Golden Park Premier,Chung cư,Cần bán gấp,80.1,2,2,Tây Bắc,5,2025,Sổ hồng 50 năm,Nội thất cao cấp,3.97,49.6,23.8,Ô tô + xe máy,Không,Có,Không,Căn góc,2025-12-14,Dữ liệu tổng hợp mô phỏng
HN0094,Hà Nội,Tây Hồ,Xuân La,Sunshine Riverside,Chung cư,Đang bán,101.1,3,2,Tây Nam,10,2017,Sổ hồng lâu dài,Cơ bản,9.42,93.2,22.2,Xe máy,Không,Có,Không,Đầy đủ tiện ích,2025-12-21,Dữ liệu tổng hợp mô phỏng
HN0095,Hà Nội,Hai Bà Trưng,Vĩnh Tuy,The Matrix Tower,Chung cư,Đang bán,167.7,4,2,Đông Nam,3,2016,Sổ hồng lâu dài,Cơ bản,13.62,81.2,18.3,Ô tô + xe máy,Không,Có,Có,Gần công viên,2026-01-21,Dữ liệu tổng hợp mô phỏng
HN0096,Hà Nội,Hai Bà Trưng,Minh Khai,IA20 Garden,Chung cư,Chuyển nhượng,61.6,2,2,Tây Bắc,11,2019,Sổ hồng lâu dài,Cơ bản,4.45,72.2,17.9,Ô tô + xe máy,Không,Có,Có,Gần trung tâm thương mại,2025-10-17,Dữ liệu tổng hợp mô phỏng
HN0097,Hà Nội,Thanh Xuân,Khương Trung,Royal City,Chung cư,Đang bán,49.3,1,1,Tây Bắc,6,2025,Sổ hồng lâu dài,Cơ bản,3.67,74.4,10.1,Ô tô + xe máy,Không,Có,Có,View nội khu yên tĩnh,2025-12-14,Dữ liệu tổng hợp mô phỏng
HN0098,Hà Nội,Hoàng Mai,Lĩnh Nam,Gelexia Riverside,Chung cư,Đang bán,79.2,2,2,Nam,4,2018,Sổ hồng lâu dài,Full nội thất,3.79,47.8,15.6,Xe máy,Không,Có,Không,Gần công viên,2026-04-01,Dữ liệu tổng hợp mô phỏng
HN0099,Hà Nội,Long Biên,Phúc Đồng,Vinhomes City,Chung cư,Cần bán gấp,81.7,2,2,Tây Bắc,31,2025,Đang chờ sổ,Full nội thất,4.19,51.2,23.5,Ô tô + xe máy,Không,Có,Có,Gần trung tâm thương mại,2026-04-09,Dữ liệu tổng hợp mô phỏng
HN0100,Hà Nội,Hai Bà Trưng,Quỳnh Lôi,Sunshine Garden,Chung cư,Đang bán,79.7,2,2,Tây,18,2019,Sổ hồng 50 năm,Cơ bản,6.12,76.7,10.0,Ô tô riêng,Không,Không,Không,View nội khu yên tĩnh,2026-02-07,Dữ liệu tổng hợp mô phỏng
HN0101,Hà Nội,Hoàng Mai,Vĩnh Hưng,The Zen Residence,Chung cư,Đang bán,76.1,2,2,Bắc,6,2015,Sổ hồng lâu dài,Full nội thất,4.19,55.1,23.5,Ô tô + xe máy,Không,Có,Không,Tầng trung đẹp,2026-01-18,Dữ liệu tổng hợp mô phỏng
HN0102,Hà Nội,Nam Từ Liêm,Mỹ Đình 2,Vinhomes Gardenia,Chung cư,Cần bán gấp,172.1,4,3,Nam,22,2016,Đang chờ sổ,Cơ bản,13.12,76.2,15.7,Ô tô + xe máy,Không,Không,Có,Gần tuyến metro,2026-01-18,Dữ liệu tổng hợp mô phỏng
HN0103,Hà Nội,Nam Từ Liêm,Mỹ Đình 2,The Matrix One,Chung cư,Cần bán gấp,101.3,3,2,Đông,22,2025,Sổ hồng lâu dài,Nội thất cao cấp,8.59,84.8,18.0,Ô tô + xe máy,Có,Có,Có,Gần công viên,2026-01-05,Dữ liệu tổng hợp mô phỏng
HN0104,Hà Nội,Nam Từ Liêm,Trung Văn,MHDI Grand,Chung cư,Chuyển nhượng,81.2,2,2,Bắc,15,2024,Sổ hồng lâu dài,Nội thất cao cấp,6.78,83.5,14.0,Không rõ,Có,Không,Không,View sông thoáng,2025-12-08,Dữ liệu tổng hợp mô phỏng
HN0105,Hà Nội,Bắc Từ Liêm,Cổ Nhuế 2,FLC Residence,Chung cư,Đang bán,78.3,2,2,Bắc,27,2019,Sổ hồng lâu dài,Cơ bản,4.45,56.9,9.8,Không rõ,Không,Không,Không,Ban công rộng,2026-01-19,Dữ liệu tổng hợp mô phỏng
HN0106,Hà Nội,Long Biên,Việt Hưng,The Matrix Pearl,Chung cư,Đang bán,83.0,2,2,Đông Bắc,40,2023,Đang chờ sổ,Cơ bản,4.28,51.5,19.8,Xe máy,Có,Không,Không,Gần công viên,2025-12-13,Dữ liệu tổng hợp mô phỏng
HN0107,Hà Nội,Cầu Giấy,Nghĩa Đô,Indochina Plaza,Chung cư,Đang bán,82.5,2,2,Tây Bắc,37,2022,Đang chờ sổ,Full nội thất,8.05,97.6,8.1,Ô tô + xe máy,Không,Có,Có,Gần trung tâm thương mại,2025-12-01,Dữ liệu tổng hợp mô phỏng
HN0108,Hà Nội,Hai Bà Trưng,Bạch Mai,Sunshine Grand,Chung cư,Cần bán gấp,49.0,1,1,Đông Nam,3,2012,Sổ hồng lâu dài,Nhà thô,3.8,77.5,20.1,Ô tô riêng,Không,Có,Có,Gần trường quốc tế,2026-02-07,Dữ liệu tổng hợp mô phỏng
HN0109,Hà Nội,Long Biên,Ngọc Lâm,EcoLife Residence,Chung cư,Đang bán,83.6,3,3,Nam,32,2021,Đang chờ sổ,Full nội thất,4.49,53.7,25.9,Xe máy,Có,Có,Có,Gần công viên,2026-03-26,Dữ liệu tổng hợp mô phỏng
HN0110,Hà Nội,Ba Đình,Giảng Võ,IA20 Riverside,Chung cư,Chuyển nhượng,94.9,3,2,Tây Nam,36,2026,Sổ hồng lâu dài,Full nội thất,11.72,123.4,24.7,Ô tô riêng,Không,Có,Không,Ban công rộng,2026-04-05,Dữ liệu tổng hợp mô phỏng
HN0111,Hà Nội,Hà Đông,Dương Nội,Mulberry Lane,Chung cư,Cần bán gấp,42.8,1,1,Đông,27,2022,HĐMB,Cơ bản,2.15,50.1,25.5,Ô tô + xe máy,Không,Không,Có,Tầng trung đẹp,2025-11-08,Dữ liệu tổng hợp mô phỏng
HN0112,Hà Nội,Hoàng Mai,Vĩnh Hưng,Gamuda Gardens,Chung cư,Đang bán,65.7,2,2,Tây,27,2018,HĐMB,Full nội thất,3.55,54.0,12.4,Ô tô + xe máy,Có,Có,Không,Gần trường quốc tế,2025-12-31,Dữ liệu tổng hợp mô phỏng
HN0113,Hà Nội,Ba Đình,Kim Mã,Vinhomes Metropolis,Chung cư,Chuyển nhượng,77.8,2,2,Bắc,9,2014,Sổ hồng lâu dài,Full nội thất,7.63,98.0,9.6,Xe máy,Không,Không,Không,View nội khu yên tĩnh,2026-01-25,Dữ liệu tổng hợp mô phỏng
HN0114,Hà Nội,Hoàng Mai,Hoàng Liệt,Gamuda Gardens,Chung cư,Đang bán,87.6,3,3,Nam,22,2016,Sổ hồng lâu dài,Cơ bản,4.5,51.4,16.7,Ô tô + xe máy,Có,Có,Có,Tầng trung đẹp,2025-11-03,Dữ liệu tổng hợp mô phỏng
HN0115,Hà Nội,Nam Từ Liêm,Phú Đô,Vinhomes Gardenia,Chung cư,Cần bán gấp,73.6,2,2,Bắc,24,2019,Đang chờ sổ,Nội thất cao cấp,4.91,66.7,10.5,Ô tô + xe máy,Không,Có,Có,Đầy đủ tiện ích,2026-01-18,Dữ liệu tổng hợp mô phỏng
HN0116,Hà Nội,Nam Từ Liêm,Mễ Trì,Mỹ Đình Pearl,Chung cư,Chuyển nhượng,97.7,3,2,Bắc,39,2015,Sổ hồng lâu dài,Nội thất cao cấp,7.29,74.6,16.3,Xe máy,Không,Có,Có,Đầy đủ tiện ích,2025-10-19,Dữ liệu tổng hợp mô phỏng
HN0117,Hà Nội,Nam Từ Liêm,Mỹ Đình 2,Mỹ Đình Pearl,Chung cư,Chuyển nhượng,115.5,3,2,Nam,31,2021,Sổ hồng 50 năm,Cơ bản,8.2,71.0,17.8,Ô tô riêng,Không,Không,Có,View sông thoáng,2026-03-13,Dữ liệu tổng hợp mô phỏng
HN0118,Hà Nội,Hoàng Mai,Đại Kim,The Zen Residence,Chung cư,Đang bán,74.4,2,2,Đông,28,2024,Sổ hồng lâu dài,Cơ bản,3.84,51.7,18.0,Xe máy,Có,Có,Có,Tầng trung đẹp,2025-10-15,Dữ liệu tổng hợp mô phỏng
HN0119,Hà Nội,Thanh Xuân,Khương Trung,Masteri Residence,Chung cư,Đang bán,83.9,2,2,Đông Bắc,10,2025,Sổ hồng lâu dài,Full nội thất,5.57,66.4,16.7,Ô tô + xe máy,Không,Có,Có,Căn góc,2026-03-29,Dữ liệu tổng hợp mô phỏng
HN0120,Hà Nội,Hoàng Mai,Hoàng Liệt,Gamuda Gardens,Chung cư,Chuyển nhượng,113.3,3,2,Bắc,38,2014,HĐMB,Cơ bản,5.9,52.1,11.4,Xe máy,Không,Không,Không,Gần công viên,2025-11-09,Dữ liệu tổng hợp mô phỏng
HN0121,Hà Nội,Cầu Giấy,Dịch Vọng,Home City,Chung cư,Đang bán,79.0,2,2,Tây,37,2014,HĐMB,Cơ bản,5.53,70.0,25.4,Ô tô + xe máy,Không,Có,Có,Ban công rộng,2025-12-13,Dữ liệu tổng hợp mô phỏng
HN0122,Hà Nội,Hai Bà Trưng,Minh Khai,D'. City,Chung cư,Đang bán,44.1,1,1,Nam,14,2017,Sổ hồng lâu dài,Cơ bản,3.73,84.6,11.3,Xe máy,Không,Có,Không,Gần tuyến metro,2026-02-26,Dữ liệu tổng hợp mô phỏng
HN0123,Hà Nội,Cầu Giấy,Mai Dịch,Discovery Complex,Chung cư,Cần bán gấp,81.0,2,2,Đông Nam,3,2019,Sổ hồng 50 năm,Cơ bản,5.37,66.3,16.9,Xe máy,Không,Không,Có,View sông thoáng,2025-11-16,Dữ liệu tổng hợp mô phỏng
HN0124,Hà Nội,Ba Đình,Ngọc Khánh,Masteri Pearl,Chung cư,Đang bán,60.0,2,2,Bắc,32,2021,Sổ hồng lâu dài,Nhà thô,7.52,125.2,22.8,Ô tô + xe máy,Không,Có,Có,Gần tuyến metro,2026-02-13,Dữ liệu tổng hợp mô phỏng
HN0125,Hà Nội,Nam Từ Liêm,Mỹ Đình 1,The Matrix One,Chung cư,Đang bán,65.5,2,2,Đông,8,2019,Đang chờ sổ,Full nội thất,5.07,77.5,21.3,Xe máy,Không,Có,Có,Tầng trung đẹp,2026-03-05,Dữ liệu tổng hợp mô phỏng
HN0126,Hà Nội,Hoàng Mai,Lĩnh Nam,Gelexia Riverside,Chung cư,Cần bán gấp,71.2,2,2,Bắc,23,2023,Sổ hồng lâu dài,Nội thất cao cấp,3.96,55.6,22.7,Ô tô + xe máy,Không,Có,Có,Căn góc,2025-10-24,Dữ liệu tổng hợp mô phỏng
HN0127,Hà Nội,Cầu Giấy,Yên Hòa,Imperia Grand,Chung cư,Đang bán,114.3,3,3,Đông,34,2014,Sổ hồng lâu dài,Cơ bản,8.3,72.7,23.8,Ô tô + xe máy,Không,Có,Không,Ban công rộng,2025-12-14,Dữ liệu tổng hợp mô phỏng
HN0128,Hà Nội,Tây Hồ,Quảng An,D'. El Dorado,Chung cư,Đang bán,100.6,3,3,Đông,7,2024,Sổ hồng lâu dài,Nhà thô,10.62,105.5,14.1,Xe máy,Không,Có,Có,View nội khu yên tĩnh,2026-03-29,Dữ liệu tổng hợp mô phỏng
HN0129,Hà Nội,Cầu Giấy,Dịch Vọng Hậu,Home City,Chung cư,Cần bán gấp,55.0,2,2,Bắc,30,2015,Sổ hồng lâu dài,Nội thất cao cấp,4.93,89.6,23.8,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2026-03-27,Dữ liệu tổng hợp mô phỏng
HN0130,Hà Nội,Bắc Từ Liêm,Cổ Nhuế 1,Masteri Pearl,Chung cư,Chuyển nhượng,80.0,3,3,Tây,7,2014,Sổ hồng lâu dài,Full nội thất,4.66,58.2,14.2,Ô tô + xe máy,Không,Có,Có,Gần trung tâm thương mại,2026-01-01,Dữ liệu tổng hợp mô phỏng
HN0131,Hà Nội,Ba Đình,Kim Mã,Vinhomes Metropolis,Chung cư,Chuyển nhượng,86.2,3,2,Tây Nam,12,2013,Sổ hồng lâu dài,Cơ bản,8.18,95.0,19.3,Ô tô + xe máy,Không,Có,Không,View sông thoáng,2026-03-15,Dữ liệu tổng hợp mô phỏng
HN0132,Hà Nội,Nam Từ Liêm,Phú Đô,Mỹ Đình Pearl,Chung cư,Chuyển nhượng,59.2,2,2,Đông,20,2022,Sổ hồng lâu dài,Nhà thô,4.34,73.3,20.4,Ô tô riêng,Không,Có,Có,Gần tuyến metro,2026-02-20,Dữ liệu tổng hợp mô phỏng
HN0133,Hà Nội,Long Biên,Gia Thụy,IA20 Garden,Chung cư,Cần bán gấp,58.4,2,2,Đông,34,2022,Sổ hồng 50 năm,Full nội thất,3.78,64.7,23.5,Xe máy,Không,Có,Không,View sông thoáng,2026-04-05,Dữ liệu tổng hợp mô phỏng
HN0134,Hà Nội,Nam Từ Liêm,Mỹ Đình 1,Vinhomes Gardenia,Chung cư,Đang bán,122.7,3,3,Tây,35,2016,HĐMB,Full nội thất,9.06,73.8,17.7,Xe máy,Có,Có,Có,Gần trung tâm thương mại,2026-03-01,Dữ liệu tổng hợp mô phỏng
HN0135,Hà Nội,Nam Từ Liêm,Phú Đô,Mỹ Đình Pearl,Chung cư,Đang bán,118.1,3,2,Đông Nam,18,2013,Sổ hồng lâu dài,Full nội thất,9.29,78.7,20.0,Xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-02-27,Dữ liệu tổng hợp mô phỏng
HN0136,Hà Nội,Cầu Giấy,Dịch Vọng Hậu,Home City,Chung cư,Đang bán,119.3,3,2,Tây,4,2017,Sổ hồng lâu dài,Cơ bản,9.64,80.8,18.4,Ô tô + xe máy,Không,Có,Có,Tầng trung đẹp,2026-02-26,Dữ liệu tổng hợp mô phỏng
HN0137,Hà Nội,Tây Hồ,Quảng An,Heritage West Lake,Chung cư,Đang bán,70.3,2,2,Đông Nam,5,2025,Sổ hồng lâu dài,Nội thất cao cấp,8.08,114.9,23.4,Xe máy,Không,Không,Có,Ban công rộng,2026-02-05,Dữ liệu tổng hợp mô phỏng
HN0138,Hà Nội,Tây Hồ,Phú Thượng,Sun Grand City,Chung cư,Đang bán,51.5,1,1,Bắc,6,2014,Đang chờ sổ,Nội thất cao cấp,4.41,85.7,21.9,Ô tô + xe máy,Có,Có,Có,Căn góc,2025-11-16,Dữ liệu tổng hợp mô phỏng
HN0139,Hà Nội,Thanh Xuân,Thanh Xuân Trung,GoldSeason,Chung cư,Chuyển nhượng,219.8,4,2,Tây Nam,37,2024,HĐMB,Cơ bản,15.23,69.3,8.2,Ô tô + xe máy,Không,Có,Có,Căn góc,2026-03-14,Dữ liệu tổng hợp mô phỏng
HN0140,Hà Nội,Thanh Xuân,Nhân Chính,Royal City,Chung cư,Chuyển nhượng,134.2,4,3,Nam,8,2012,HĐMB,Cơ bản,11.02,82.1,25.5,Ô tô + xe máy,Có,Có,Không,View sông thoáng,2025-11-09,Dữ liệu tổng hợp mô phỏng
HN0141,Hà Nội,Cầu Giấy,Yên Hòa,Discovery Complex,Chung cư,Đang bán,121.7,3,3,Tây Bắc,23,2017,Sổ hồng 50 năm,Full nội thất,8.9,73.1,21.9,Ô tô + xe máy,Có,Có,Có,View sông thoáng,2025-11-23,Dữ liệu tổng hợp mô phỏng
HN0142,Hà Nội,Nam Từ Liêm,Mễ Trì,HD Mon City,Chung cư,Đang bán,84.1,3,3,Bắc,41,2012,HĐMB,Nội thất cao cấp,6.66,79.3,15.1,Ô tô + xe máy,Có,Không,Có,Đầy đủ tiện ích,2025-12-15,Dữ liệu tổng hợp mô phỏng
HN0143,Hà Nội,Ba Đình,Cống Vị,The Nelson,Chung cư,Đang bán,86.3,3,2,Tây,6,2025,HĐMB,Nội thất cao cấp,9.65,111.9,9.5,Xe máy,Không,Có,Không,Gần trung tâm thương mại,2025-10-26,Dữ liệu tổng hợp mô phỏng
HN0144,Hà Nội,Hà Đông,Dương Nội,HPC Landmark 105,Chung cư,Chuyển nhượng,56.8,1,1,Bắc,6,2014,Sổ hồng lâu dài,Cơ bản,2.77,48.7,15.7,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2026-04-01,Dữ liệu tổng hợp mô phỏng
HN0145,Hà Nội,Hoàng Mai,Vĩnh Hưng,New Horizon City,Chung cư,Đang bán,71.5,2,2,Đông Bắc,6,2013,Sổ hồng lâu dài,Nội thất cao cấp,3.45,48.2,17.5,Xe máy,Không,Không,Không,Ban công rộng,2025-12-08,Dữ liệu tổng hợp mô phỏng
HN0146,Hà Nội,Hà Đông,Kiến Hưng,The Pride,Chung cư,Đang bán,63.1,2,2,Đông Nam,4,2017,Đang chờ sổ,Full nội thất,3.01,47.7,22.6,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2026-03-15,Dữ liệu tổng hợp mô phỏng
HN0147,Hà Nội,Thanh Xuân,Nhân Chính,D'. Premier,Chung cư,Chuyển nhượng,122.7,3,3,Đông Nam,25,2026,Đang chờ sổ,Cơ bản,8.7,70.9,24.5,Ô tô + xe máy,Không,Không,Có,Tầng trung đẹp,2026-02-20,Dữ liệu tổng hợp mô phỏng
HN0148,Hà Nội,Cầu Giấy,Dịch Vọng,Masteri Premier,Chung cư,Cần bán gấp,42.7,1,1,Đông Bắc,17,2012,Sổ hồng lâu dài,Full nội thất,2.79,65.4,20.9,Không rõ,Không,Có,Có,Tầng trung đẹp,2025-10-11,Dữ liệu tổng hợp mô phỏng
HN0149,Hà Nội,Hà Đông,Dương Nội,HPC Landmark 105,Chung cư,Cần bán gấp,109.8,3,2,Nam,24,2016,HĐMB,Cơ bản,4.83,44.0,19.5,Ô tô + xe máy,Có,Không,Có,Tầng trung đẹp,2026-01-08,Dữ liệu tổng hợp mô phỏng
HN0150,Hà Nội,Bắc Từ Liêm,Xuân Đỉnh,Imperia Park,Chung cư,Đang bán,52.6,1,1,Nam,39,2018,Sổ hồng lâu dài,Nhà thô,3.44,65.5,19.0,Xe máy,Có,Có,Có,View sông thoáng,2026-02-08,Dữ liệu tổng hợp mô phỏng
HN0151,Hà Nội,Hoàng Mai,Đại Kim,New Horizon City,Chung cư,Đang bán,110.2,3,3,Tây,31,2012,Sổ hồng lâu dài,Full nội thất,5.41,49.1,8.0,Ô tô + xe máy,Không,Không,Không,Gần công viên,2026-01-03,Dữ liệu tổng hợp mô phỏng
HN0152,Hà Nội,Tây Hồ,Xuân La,Kosmo Tây Hồ,Chung cư,Đang bán,39.5,1,1,Tây Nam,5,2016,Đang chờ sổ,Full nội thất,3.2,81.1,9.4,Không rõ,Không,Có,Không,Gần công viên,2025-10-11,Dữ liệu tổng hợp mô phỏng
HN0153,Hà Nội,Cầu Giấy,Dịch Vọng,EcoLife Grand,Chung cư,Chuyển nhượng,84.2,2,2,Tây Bắc,29,2023,Sổ hồng lâu dài,Full nội thất,7.42,88.1,15.1,Ô tô + xe máy,Không,Có,Có,View sông thoáng,2026-01-24,Dữ liệu tổng hợp mô phỏng
HN0154,Hà Nội,Cầu Giấy,Dịch Vọng,Home City,Chung cư,Đang bán,74.1,2,2,Tây Bắc,8,2019,Sổ hồng lâu dài,Cơ bản,6.05,81.6,19.9,Ô tô + xe máy,Không,Có,Không,Ban công rộng,2026-02-21,Dữ liệu tổng hợp mô phỏng
HN0155,Hà Nội,Thanh Xuân,Khương Đình,D'. City,Chung cư,Cần bán gấp,105.4,3,2,Tây,9,2013,Sổ hồng lâu dài,Nhà thô,7.17,68.1,12.1,Ô tô + xe máy,Không,Có,Không,Gần công viên,2025-11-14,Dữ liệu tổng hợp mô phỏng
HN0156,Hà Nội,Bắc Từ Liêm,Cổ Nhuế 1,The Matrix Grand,Chung cư,Đang bán,82.0,2,2,Đông Nam,39,2022,Sổ hồng 50 năm,Full nội thất,6.15,75.0,11.8,Ô tô + xe máy,Có,Có,Có,Gần trung tâm thương mại,2025-10-31,Dữ liệu tổng hợp mô phỏng
HN0157,Hà Nội,Nam Từ Liêm,Mỹ Đình 1,Vinhomes Smart City,Chung cư,Đang bán,49.1,1,1,Đông Nam,38,2017,HĐMB,Cơ bản,4.3,87.6,22.1,Ô tô + xe máy,Có,Có,Có,View sông thoáng,2026-03-13,Dữ liệu tổng hợp mô phỏng
HN0158,Hà Nội,Tây Hồ,Phú Thượng,Heritage West Lake,Chung cư,Chuyển nhượng,91.9,3,3,Đông Nam,39,2021,HĐMB,Cơ bản,9.25,100.7,15.1,Ô tô riêng,Không,Có,Có,Căn góc,2026-01-04,Dữ liệu tổng hợp mô phỏng
HN0159,Hà Nội,Nam Từ Liêm,Phú Đô,Vinhomes Premier,Chung cư,Đang bán,110.8,3,2,Nam,11,2016,Đang chờ sổ,Full nội thất,8.83,79.7,15.5,Xe máy,Có,Có,Không,Gần công viên,2025-11-28,Dữ liệu tổng hợp mô phỏng
HN0160,Hà Nội,Ba Đình,Vĩnh Phúc,Lancaster Núi Trúc,Chung cư,Đang bán,78.4,2,2,Tây Bắc,36,2026,Sổ hồng lâu dài,Full nội thất,8.93,113.9,14.5,Ô tô + xe máy,Không,Có,Có,View sông thoáng,2025-10-17,Dữ liệu tổng hợp mô phỏng
HN0161,Hà Nội,Hoàng Mai,Hoàng Liệt,Sunshine Palace,Chung cư,Đang bán,167.5,4,3,Đông,25,2014,Sổ hồng lâu dài,Full nội thất,10.86,64.9,23.4,Ô tô riêng,Có,Có,Có,Gần trung tâm thương mại,2026-01-31,Dữ liệu tổng hợp mô phỏng
HN0162,Hà Nội,Tây Hồ,Quảng An,Sun Grand City,Chung cư,Chuyển nhượng,59.0,2,2,Tây Nam,14,2021,Sổ hồng 50 năm,Cơ bản,5.9,100.0,20.8,Ô tô + xe máy,Không,Không,Có,Gần trung tâm thương mại,2025-12-11,Dữ liệu tổng hợp mô phỏng
HN0163,Hà Nội,Hoàng Mai,Đại Kim,Gelexia Riverside,Chung cư,Đang bán,74.9,2,2,Đông,26,2020,Sổ hồng lâu dài,Full nội thất,4.2,56.1,25.8,Xe máy,Không,Có,Có,Căn góc,2026-02-20,Dữ liệu tổng hợp mô phỏng
HN0164,Hà Nội,Long Biên,Thạch Bàn,Golden Park Vista,Chung cư,Đang bán,64.6,2,2,Tây Bắc,11,2023,Đang chờ sổ,Cơ bản,3.27,50.6,21.3,Xe máy,Không,Không,Có,Gần trung tâm thương mại,2025-10-16,Dữ liệu tổng hợp mô phỏng
HN0165,Hà Nội,Hà Đông,Dương Nội,Mulberry Lane,Chung cư,Chuyển nhượng,80.4,2,2,Đông Bắc,38,2014,HĐMB,Cơ bản,3.81,47.4,24.4,Không rõ,Không,Có,Có,Gần trung tâm thương mại,2026-01-21,Dữ liệu tổng hợp mô phỏng
HN0166,Hà Nội,Nam Từ Liêm,Mễ Trì,Imperia Tower,Chung cư,Chuyển nhượng,58.5,2,2,Tây Bắc,6,2025,Sổ hồng lâu dài,Full nội thất,4.63,79.0,10.2,Xe máy,Không,Có,Không,Gần trường quốc tế,2026-03-05,Dữ liệu tổng hợp mô phỏng
HN0167,Hà Nội,Cầu Giấy,Dịch Vọng Hậu,Central Field,Chung cư,Đang bán,101.9,3,2,Tây Nam,23,2022,HĐMB,Cơ bản,7.66,75.1,10.9,Ô tô riêng,Không,Có,Có,Đầy đủ tiện ích,2025-12-27,Dữ liệu tổng hợp mô phỏng
HN0168,Hà Nội,Ba Đình,Vĩnh Phúc,Anland City,Chung cư,Chuyển nhượng,66.2,2,2,Tây Bắc,3,2026,HĐMB,Full nội thất,7.19,108.5,20.5,Ô tô + xe máy,Có,Có,Có,Gần trường quốc tế,2026-03-24,Dữ liệu tổng hợp mô phỏng
HN0169,Hà Nội,Hai Bà Trưng,Minh Khai,IA20 Premier,Chung cư,Chuyển nhượng,75.6,2,2,Nam,11,2017,HĐMB,Full nội thất,6.95,91.9,24.3,Ô tô riêng,Có,Có,Không,Gần trung tâm thương mại,2026-04-04,Dữ liệu tổng hợp mô phỏng
HN0170,Hà Nội,Cầu Giấy,Dịch Vọng,Indochina Plaza,Chung cư,Chuyển nhượng,74.2,2,2,Đông Nam,37,2021,HĐMB,Full nội thất,6.38,86.0,20.4,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2026-02-16,Dữ liệu tổng hợp mô phỏng
HN0171,Hà Nội,Bắc Từ Liêm,Cổ Nhuế 1,The Matrix Residence,Chung cư,Đang bán,92.1,3,2,Tây Bắc,29,2025,HĐMB,Cơ bản,6.42,69.7,19.0,Ô tô riêng,Không,Không,Có,Đầy đủ tiện ích,2026-01-24,Dữ liệu tổng hợp mô phỏng
HN0172,Hà Nội,Hà Đông,Phú La,Anland Lake View,Chung cư,Chuyển nhượng,55.1,2,2,Nam,8,2026,Sổ hồng 50 năm,Nhà thô,2.7,49.0,9.4,Xe máy,Không,Có,Có,Căn góc,2026-02-01,Dữ liệu tổng hợp mô phỏng
HN0173,Hà Nội,Tây Hồ,Phú Thượng,D'. El Dorado,Chung cư,Đang bán,75.3,2,2,Tây Bắc,30,2023,HĐMB,Cơ bản,7.3,96.9,24.1,Không rõ,Có,Không,Có,Ban công rộng,2026-02-22,Dữ liệu tổng hợp mô phỏng
HN0174,Hà Nội,Nam Từ Liêm,Phú Đô,HD Mon City,Chung cư,Chuyển nhượng,101.5,3,3,Đông,13,2013,Sổ hồng 50 năm,Nội thất cao cấp,6.35,62.5,9.9,Không rõ,Không,Có,Có,Tầng trung đẹp,2026-01-02,Dữ liệu tổng hợp mô phỏng
